"date","amount","category","currency","company","source"
"2021-07-02","175.549","Close Price","USD","AMZN.US","stooq.com"
"2021-07-02","128.719","Close Price","USD","GOOG.US","stooq.com"
"2021-07-02","354.7","Close Price","USD","META.US","stooq.com"
"2021-07-02","269.62","Close Price","USD","MSFT.US","stooq.com"
"2021-07-06","269.63","Close Price","USD","MSFT.US","stooq.com"
"2021-07-06","183.787","Close Price","USD","AMZN.US","stooq.com"
"2021-07-06","129.771","Close Price","USD","GOOG.US","stooq.com"
"2021-07-06","138.69","Close Price","USD","AAPL.US","stooq.com"
"2021-07-06","352.78","Close Price","USD","META.US","stooq.com"
"2021-07-07","141.182","Close Price","USD","AAPL.US","stooq.com"
"2021-07-07","350.49","Close Price","USD","META.US","stooq.com"
"2021-07-07","130.078","Close Price","USD","GOOG.US","stooq.com"
"2021-07-07","271.835","Close Price","USD","MSFT.US","stooq.com"
"2021-07-07","184.829","Close Price","USD","AMZN.US","stooq.com"
"2021-07-08","139.885","Close Price","USD","AAPL.US","stooq.com"
"2021-07-08","129.177","Close Price","USD","GOOG.US","stooq.com"
"2021-07-08","345.65","Close Price","USD","META.US","stooq.com"
"2021-07-08","269.392","Close Price","USD","MSFT.US","stooq.com"
"2021-07-08","186.57","Close Price","USD","AMZN.US","stooq.com"
"2021-07-09","350.42","Close Price","USD","META.US","stooq.com"
"2021-07-09","129.574","Close Price","USD","GOOG.US","stooq.com"
"2021-07-09","185.967","Close Price","USD","AMZN.US","stooq.com"
"2021-07-09","269.902","Close Price","USD","MSFT.US","stooq.com"
"2021-07-09","141.715","Close Price","USD","AAPL.US","stooq.com"
"2021-07-12","185.928","Close Price","USD","AMZN.US","stooq.com"
"2021-07-12","353.16","Close Price","USD","META.US","stooq.com"
"2021-07-12","141.113","Close Price","USD","AAPL.US","stooq.com"
"2021-07-12","130.564","Close Price","USD","GOOG.US","stooq.com"
"2021-07-12","269.294","Close Price","USD","MSFT.US","stooq.com"
"2021-07-13","142.233","Close Price","USD","AAPL.US","stooq.com"
"2021-07-13","183.868","Close Price","USD","AMZN.US","stooq.com"
"2021-07-13","352.09","Close Price","USD","META.US","stooq.com"
"2021-07-13","130.994","Close Price","USD","GOOG.US","stooq.com"
"2021-07-13","272.852","Close Price","USD","MSFT.US","stooq.com"
"2021-07-14","184.084","Close Price","USD","AMZN.US","stooq.com"
"2021-07-14","347.63","Close Price","USD","META.US","stooq.com"
"2021-07-14","145.652","Close Price","USD","AAPL.US","stooq.com"
"2021-07-14","274.345","Close Price","USD","MSFT.US","stooq.com"
"2021-07-14","132.082","Close Price","USD","GOOG.US","stooq.com"
"2021-07-15","344.46","Close Price","USD","META.US","stooq.com"
"2021-07-15","144.992","Close Price","USD","AAPL.US","stooq.com"
"2021-07-15","272.901","Close Price","USD","MSFT.US","stooq.com"
"2021-07-15","181.56","Close Price","USD","AMZN.US","stooq.com"
"2021-07-15","131.266","Close Price","USD","GOOG.US","stooq.com"
"2021-07-16","341.16","Close Price","USD","META.US","stooq.com"
"2021-07-16","131.846","Close Price","USD","GOOG.US","stooq.com"
"2021-07-16","272.626","Close Price","USD","MSFT.US","stooq.com"
"2021-07-16","178.682","Close Price","USD","AMZN.US","stooq.com"
"2021-07-16","142.961","Close Price","USD","AAPL.US","stooq.com"
"2021-07-19","269.003","Close Price","USD","MSFT.US","stooq.com"
"2021-07-19","139.111","Close Price","USD","AAPL.US","stooq.com"
"2021-07-19","129.254","Close Price","USD","GOOG.US","stooq.com"
"2021-07-19","177.48","Close Price","USD","AMZN.US","stooq.com"
"2021-07-19","336.95","Close Price","USD","META.US","stooq.com"
"2021-07-20","142.724","Close Price","USD","AAPL.US","stooq.com"
"2021-07-20","178.66","Close Price","USD","AMZN.US","stooq.com"
"2021-07-20","271.249","Close Price","USD","MSFT.US","stooq.com"
"2021-07-20","341.66","Close Price","USD","META.US","stooq.com"
"2021-07-20","131.102","Close Price","USD","GOOG.US","stooq.com"
"2021-07-21","273.261","Close Price","USD","MSFT.US","stooq.com"
"2021-07-21","132.6","Close Price","USD","GOOG.US","stooq.com"
"2021-07-21","141.996","Close Price","USD","AAPL.US","stooq.com"
"2021-07-21","346.23","Close Price","USD","META.US","stooq.com"
"2021-07-21","179.26","Close Price","USD","AMZN.US","stooq.com"
"2021-07-22","143.364","Close Price","USD","AAPL.US","stooq.com"
"2021-07-22","277.861","Close Price","USD","MSFT.US","stooq.com"
"2021-07-22","181.902","Close Price","USD","AMZN.US","stooq.com"
"2021-07-22","351.19","Close Price","USD","META.US","stooq.com"
"2021-07-22","133.329","Close Price","USD","GOOG.US","stooq.com"
"2021-07-23","182.832","Close Price","USD","AMZN.US","stooq.com"
"2021-07-23","145.072","Close Price","USD","AAPL.US","stooq.com"
"2021-07-23","369.79","Close Price","USD","META.US","stooq.com"
"2021-07-23","281.291","Close Price","USD","MSFT.US","stooq.com"
"2021-07-23","137.816","Close Price","USD","GOOG.US","stooq.com"
"2021-07-26","184.991","Close Price","USD","AMZN.US","stooq.com"
"2021-07-26","145.495","Close Price","USD","AAPL.US","stooq.com"
"2021-07-26","280.694","Close Price","USD","MSFT.US","stooq.com"
"2021-07-26","139.644","Close Price","USD","GOOG.US","stooq.com"
"2021-07-26","372.46","Close Price","USD","META.US","stooq.com"
"2021-07-27","136.796","Close Price","USD","GOOG.US","stooq.com"
"2021-07-27","181.32","Close Price","USD","AMZN.US","stooq.com"
"2021-07-27","367.81","Close Price","USD","META.US","stooq.com"
"2021-07-27","278.252","Close Price","USD","MSFT.US","stooq.com"
"2021-07-27","143.334","Close Price","USD","AAPL.US","stooq.com"
"2021-07-28","141.588","Close Price","USD","AAPL.US","stooq.com"
"2021-07-28","181.516","Close Price","USD","AMZN.US","stooq.com"
"2021-07-28","277.941","Close Price","USD","MSFT.US","stooq.com"
"2021-07-28","136.382","Close Price","USD","GOOG.US","stooq.com"
"2021-07-28","373.28","Close Price","USD","META.US","stooq.com"
"2021-07-29","358.32","Close Price","USD","META.US","stooq.com"
"2021-07-29","136.54","Close Price","USD","GOOG.US","stooq.com"
"2021-07-29","278.213","Close Price","USD","MSFT.US","stooq.com"
"2021-07-29","142.233","Close Price","USD","AAPL.US","stooq.com"
"2021-07-29","179.996","Close Price","USD","AMZN.US","stooq.com"
"2021-07-30","166.38","Close Price","USD","AMZN.US","stooq.com"
"2021-07-30","356.3","Close Price","USD","META.US","stooq.com"
"2021-07-30","135.221","Close Price","USD","GOOG.US","stooq.com"
"2021-07-30","142.442","Close Price","USD","AAPL.US","stooq.com"
"2021-07-30","276.668","Close Price","USD","MSFT.US","stooq.com"
"2021-08-02","276.582","Close Price","USD","MSFT.US","stooq.com"
"2021-08-02","142.116","Close Price","USD","AAPL.US","stooq.com"
"2021-08-02","351.95","Close Price","USD","META.US","stooq.com"
"2021-08-02","135.99","Close Price","USD","GOOG.US","stooq.com"
"2021-08-02","166.574","Close Price","USD","AMZN.US","stooq.com"
"2021-08-03","351.24","Close Price","USD","META.US","stooq.com"
"2021-08-03","136.28","Close Price","USD","GOOG.US","stooq.com"
"2021-08-03","143.905","Close Price","USD","AAPL.US","stooq.com"
"2021-08-03","278.818","Close Price","USD","MSFT.US","stooq.com"
"2021-08-03","168.312","Close Price","USD","AMZN.US","stooq.com"
"2021-08-04","143.509","Close Price","USD","AAPL.US","stooq.com"
"2021-08-04","167.736","Close Price","USD","AMZN.US","stooq.com"
"2021-08-04","136.028","Close Price","USD","GOOG.US","stooq.com"
"2021-08-04","358.92","Close Price","USD","META.US","stooq.com"
"2021-08-04","278.223","Close Price","USD","MSFT.US","stooq.com"
"2021-08-05","362.97","Close Price","USD","META.US","stooq.com"
"2021-08-05","168.8","Close Price","USD","AMZN.US","stooq.com"
"2021-08-05","136.94","Close Price","USD","GOOG.US","stooq.com"
"2021-08-05","281.143","Close Price","USD","MSFT.US","stooq.com"
"2021-08-05","143.619","Close Price","USD","AAPL.US","stooq.com"
"2021-08-06","167.247","Close Price","USD","AMZN.US","stooq.com"
"2021-08-06","363.51","Close Price","USD","META.US","stooq.com"
"2021-08-06","142.931","Close Price","USD","AAPL.US","stooq.com"
"2021-08-06","137.036","Close Price","USD","GOOG.US","stooq.com"
"2021-08-06","281.083","Close Price","USD","MSFT.US","stooq.com"
"2021-08-09","279.991","Close Price","USD","MSFT.US","stooq.com"
"2021-08-09","142.881","Close Price","USD","AAPL.US","stooq.com"
"2021-08-09","167.094","Close Price","USD","AMZN.US","stooq.com"
"2021-08-09","361.61","Close Price","USD","META.US","stooq.com"
"2021-08-09","138.002","Close Price","USD","GOOG.US","stooq.com"
"2021-08-10","138.096","Close Price","USD","GOOG.US","stooq.com"
"2021-08-10","166.034","Close Price","USD","AMZN.US","stooq.com"
"2021-08-10","278.154","Close Price","USD","MSFT.US","stooq.com"
"2021-08-10","361.13","Close Price","USD","META.US","stooq.com"
"2021-08-10","142.413","Close Price","USD","AAPL.US","stooq.com"
"2021-08-11","142.656","Close Price","USD","AAPL.US","stooq.com"
"2021-08-11","278.652","Close Price","USD","MSFT.US","stooq.com"
"2021-08-11","137.69","Close Price","USD","GOOG.US","stooq.com"
"2021-08-11","164.606","Close Price","USD","AMZN.US","stooq.com"
"2021-08-11","359.96","Close Price","USD","META.US","stooq.com"
"2021-08-12","145.613","Close Price","USD","AAPL.US","stooq.com"
"2021-08-12","138.39","Close Price","USD","GOOG.US","stooq.com"
"2021-08-12","362.65","Close Price","USD","META.US","stooq.com"
"2021-08-12","281.427","Close Price","USD","MSFT.US","stooq.com"
"2021-08-12","165.175","Close Price","USD","AMZN.US","stooq.com"
"2021-08-13","145.817","Close Price","USD","AAPL.US","stooq.com"
"2021-08-13","284.385","Close Price","USD","MSFT.US","stooq.com"
"2021-08-13","164.698","Close Price","USD","AMZN.US","stooq.com"
"2021-08-13","363.18","Close Price","USD","META.US","stooq.com"
"2021-08-13","138.406","Close Price","USD","GOOG.US","stooq.com"
"2021-08-16","138.916","Close Price","USD","GOOG.US","stooq.com"
"2021-08-16","286.076","Close Price","USD","MSFT.US","stooq.com"
"2021-08-16","147.802","Close Price","USD","AAPL.US","stooq.com"
"2021-08-16","366.56","Close Price","USD","META.US","stooq.com"
"2021-08-16","164.95","Close Price","USD","AMZN.US","stooq.com"
"2021-08-17","358.45","Close Price","USD","META.US","stooq.com"
"2021-08-17","137.3","Close Price","USD","GOOG.US","stooq.com"
"2021-08-17","284.612","Close Price","USD","MSFT.US","stooq.com"
"2021-08-17","146.891","Close Price","USD","AAPL.US","stooq.com"
"2021-08-17","162.098","Close Price","USD","AMZN.US","stooq.com"
"2021-08-18","143.148","Close Price","USD","AAPL.US","stooq.com"
"2021-08-18","282.863","Close Price","USD","MSFT.US","stooq.com"
"2021-08-18","355.45","Close Price","USD","META.US","stooq.com"
"2021-08-18","160.061","Close Price","USD","AMZN.US","stooq.com"
"2021-08-18","136.57","Close Price","USD","GOOG.US","stooq.com"
"2021-08-19","288.743","Close Price","USD","MSFT.US","stooq.com"
"2021-08-19","143.479","Close Price","USD","AAPL.US","stooq.com"
"2021-08-19","136.914","Close Price","USD","GOOG.US","stooq.com"
"2021-08-19","159.388","Close Price","USD","AMZN.US","stooq.com"
"2021-08-19","355.12","Close Price","USD","META.US","stooq.com"
"2021-08-20","159.998","Close Price","USD","AMZN.US","stooq.com"
"2021-08-20","138.437","Close Price","USD","GOOG.US","stooq.com"
"2021-08-20","359.37","Close Price","USD","META.US","stooq.com"
"2021-08-20","144.925","Close Price","USD","AAPL.US","stooq.com"
"2021-08-20","296.116","Close Price","USD","MSFT.US","stooq.com"
"2021-08-23","363.35","Close Price","USD","META.US","stooq.com"
"2021-08-23","296.4","Close Price","USD","MSFT.US","stooq.com"
"2021-08-23","146.417","Close Price","USD","AAPL.US","stooq.com"
"2021-08-23","141.099","Close Price","USD","GOOG.US","stooq.com"
"2021-08-23","163.294","Close Price","USD","AMZN.US","stooq.com"
"2021-08-24","165.289","Close Price","USD","AMZN.US","stooq.com"
"2021-08-24","294.438","Close Price","USD","MSFT.US","stooq.com"
"2021-08-24","365.51","Close Price","USD","META.US","stooq.com"
"2021-08-24","142.398","Close Price","USD","GOOG.US","stooq.com"
"2021-08-24","146.33","Close Price","USD","AAPL.US","stooq.com"
"2021-08-25","293.841","Close Price","USD","MSFT.US","stooq.com"
"2021-08-25","368.39","Close Price","USD","META.US","stooq.com"
"2021-08-25","145.091","Close Price","USD","AAPL.US","stooq.com"
"2021-08-25","142.95","Close Price","USD","GOOG.US","stooq.com"
"2021-08-25","164.959","Close Price","USD","AMZN.US","stooq.com"
"2021-08-26","144.286","Close Price","USD","AAPL.US","stooq.com"
"2021-08-26","165.8","Close Price","USD","AMZN.US","stooq.com"
"2021-08-26","290.988","Close Price","USD","MSFT.US","stooq.com"
"2021-08-26","364.38","Close Price","USD","META.US","stooq.com"
"2021-08-26","142.123","Close Price","USD","GOOG.US","stooq.com"
"2021-08-27","145.329","Close Price","USD","AAPL.US","stooq.com"
"2021-08-27","167.482","Close Price","USD","AMZN.US","stooq.com"
"2021-08-27","144.55","Close Price","USD","GOOG.US","stooq.com"
"2021-08-27","372.63","Close Price","USD","META.US","stooq.com"
"2021-08-27","291.604","Close Price","USD","MSFT.US","stooq.com"
"2021-08-30","171.079","Close Price","USD","AMZN.US","stooq.com"
"2021-08-30","149.766","Close Price","USD","AAPL.US","stooq.com"
"2021-08-30","380.66","Close Price","USD","META.US","stooq.com"
"2021-08-30","295.376","Close Price","USD","MSFT.US","stooq.com"
"2021-08-30","145.469","Close Price","USD","GOOG.US","stooq.com"
"2021-08-31","145.462","Close Price","USD","GOOG.US","stooq.com"
"2021-08-31","293.714","Close Price","USD","MSFT.US","stooq.com"
"2021-08-31","148.499","Close Price","USD","AAPL.US","stooq.com"
"2021-08-31","173.54","Close Price","USD","AMZN.US","stooq.com"
"2021-08-31","379.38","Close Price","USD","META.US","stooq.com"
"2021-09-01","145.842","Close Price","USD","GOOG.US","stooq.com"
"2021-09-01","149.166","Close Price","USD","AAPL.US","stooq.com"
"2021-09-01","293.666","Close Price","USD","MSFT.US","stooq.com"
"2021-09-01","382.05","Close Price","USD","META.US","stooq.com"
"2021-09-01","173.95","Close Price","USD","AMZN.US","stooq.com"
"2021-09-02","375.28","Close Price","USD","META.US","stooq.com"
"2021-09-02","144.219","Close Price","USD","GOOG.US","stooq.com"
"2021-09-02","173.156","Close Price","USD","AMZN.US","stooq.com"
"2021-09-02","150.278","Close Price","USD","AAPL.US","stooq.com"
"2021-09-02","293.002","Close Price","USD","MSFT.US","stooq.com"
"2021-09-03","376.26","Close Price","USD","META.US","stooq.com"
"2021-09-03","144.775","Close Price","USD","GOOG.US","stooq.com"
"2021-09-03","292.993","Close Price","USD","MSFT.US","stooq.com"
"2021-09-03","173.902","Close Price","USD","AMZN.US","stooq.com"
"2021-09-03","150.907","Close Price","USD","AAPL.US","stooq.com"
"2021-09-07","382.18","Close Price","USD","META.US","stooq.com"
"2021-09-07","145.519","Close Price","USD","GOOG.US","stooq.com"
"2021-09-07","175.464","Close Price","USD","AMZN.US","stooq.com"
"2021-09-07","153.245","Close Price","USD","AAPL.US","stooq.com"
"2021-09-07","292.053","Close Price","USD","MSFT.US","stooq.com"
"2021-09-08","144.884","Close Price","USD","GOOG.US","stooq.com"
"2021-09-08","176.275","Close Price","USD","AMZN.US","stooq.com"
"2021-09-08","292.082","Close Price","USD","MSFT.US","stooq.com"
"2021-09-08","151.693","Close Price","USD","AAPL.US","stooq.com"
"2021-09-08","377.57","Close Price","USD","META.US","stooq.com"
"2021-09-09","144.914","Close Price","USD","GOOG.US","stooq.com"
"2021-09-09","150.68","Close Price","USD","AAPL.US","stooq.com"
"2021-09-09","289.212","Close Price","USD","MSFT.US","stooq.com"
"2021-09-09","174.208","Close Price","USD","AMZN.US","stooq.com"
"2021-09-09","378","Close Price","USD","META.US","stooq.com"
"2021-09-10","378.69","Close Price","USD","META.US","stooq.com"
"2021-09-10","145.691","Close Price","USD","AAPL.US","stooq.com"
"2021-09-10","287.708","Close Price","USD","MSFT.US","stooq.com"
"2021-09-10","173.458","Close Price","USD","AMZN.US","stooq.com"
"2021-09-10","141.921","Close Price","USD","GOOG.US","stooq.com"
"2021-09-13","146.26","Close Price","USD","AAPL.US","stooq.com"
"2021-09-13","143.465","Close Price","USD","GOOG.US","stooq.com"
"2021-09-13","376.51","Close Price","USD","META.US","stooq.com"
"2021-09-13","288.958","Close Price","USD","MSFT.US","stooq.com"
"2021-09-13","172.858","Close Price","USD","AMZN.US","stooq.com"
"2021-09-14","376.53","Close Price","USD","META.US","stooq.com"
"2021-09-14","144.855","Close Price","USD","AAPL.US","stooq.com"
"2021-09-14","172.5","Close Price","USD","AMZN.US","stooq.com"
"2021-09-14","291.674","Close Price","USD","MSFT.US","stooq.com"
"2021-09-14","143.406","Close Price","USD","GOOG.US","stooq.com"
"2021-09-15","296.565","Close Price","USD","MSFT.US","stooq.com"
"2021-09-15","173.79","Close Price","USD","AMZN.US","stooq.com"
"2021-09-15","145.206","Close Price","USD","GOOG.US","stooq.com"
"2021-09-15","373.92","Close Price","USD","META.US","stooq.com"
"2021-09-15","145.748","Close Price","USD","AAPL.US","stooq.com"
"2021-09-16","373.06","Close Price","USD","META.US","stooq.com"
"2021-09-16","296.958","Close Price","USD","MSFT.US","stooq.com"
"2021-09-16","145.513","Close Price","USD","AAPL.US","stooq.com"
"2021-09-16","144.373","Close Price","USD","GOOG.US","stooq.com"
"2021-09-16","174.412","Close Price","USD","AMZN.US","stooq.com"
"2021-09-17","364.72","Close Price","USD","META.US","stooq.com"
"2021-09-17","142.852","Close Price","USD","AAPL.US","stooq.com"
"2021-09-17","291.75","Close Price","USD","MSFT.US","stooq.com"
"2021-09-17","173.126","Close Price","USD","AMZN.US","stooq.com"
"2021-09-17","141.464","Close Price","USD","GOOG.US","stooq.com"
"2021-09-20","139.017","Close Price","USD","GOOG.US","stooq.com"
"2021-09-20","286.332","Close Price","USD","MSFT.US","stooq.com"
"2021-09-20","167.786","Close Price","USD","AMZN.US","stooq.com"
"2021-09-20","355.7","Close Price","USD","META.US","stooq.com"
"2021-09-20","139.797","Close Price","USD","AAPL.US","stooq.com"
"2021-09-21","167.182","Close Price","USD","AMZN.US","stooq.com"
"2021-09-21","357.48","Close Price","USD","META.US","stooq.com"
"2021-09-21","139.646","Close Price","USD","GOOG.US","stooq.com"
"2021-09-21","140.281","Close Price","USD","AAPL.US","stooq.com"
"2021-09-21","286.82","Close Price","USD","MSFT.US","stooq.com"
"2021-09-22","343.21","Close Price","USD","META.US","stooq.com"
"2021-09-22","140.938","Close Price","USD","GOOG.US","stooq.com"
"2021-09-22","142.646","Close Price","USD","AAPL.US","stooq.com"
"2021-09-22","169.002","Close Price","USD","AMZN.US","stooq.com"
"2021-09-22","290.501","Close Price","USD","MSFT.US","stooq.com"
"2021-09-23","345.96","Close Price","USD","META.US","stooq.com"
"2021-09-23","141.826","Close Price","USD","GOOG.US","stooq.com"
"2021-09-23","170.8","Close Price","USD","AMZN.US","stooq.com"
"2021-09-23","291.448","Close Price","USD","MSFT.US","stooq.com"
"2021-09-23","143.609","Close Price","USD","AAPL.US","stooq.com"
"2021-09-24","143.698","Close Price","USD","AAPL.US","stooq.com"
"2021-09-24","171.276","Close Price","USD","AMZN.US","stooq.com"
"2021-09-24","291.243","Close Price","USD","MSFT.US","stooq.com"
"2021-09-24","142.633","Close Price","USD","GOOG.US","stooq.com"
"2021-09-24","352.96","Close Price","USD","META.US","stooq.com"
"2021-09-27","142.184","Close Price","USD","AAPL.US","stooq.com"
"2021-09-27","286.203","Close Price","USD","MSFT.US","stooq.com"
"2021-09-27","170.29","Close Price","USD","AMZN.US","stooq.com"
"2021-09-27","141.501","Close Price","USD","GOOG.US","stooq.com"
"2021-09-27","353.58","Close Price","USD","META.US","stooq.com"
"2021-09-28","340.65","Close Price","USD","META.US","stooq.com"
"2021-09-28","165.798","Close Price","USD","AMZN.US","stooq.com"
"2021-09-28","138.785","Close Price","USD","AAPL.US","stooq.com"
"2021-09-28","275.85","Close Price","USD","MSFT.US","stooq.com"
"2021-09-28","136.184","Close Price","USD","GOOG.US","stooq.com"
"2021-09-29","139.689","Close Price","USD","AAPL.US","stooq.com"
"2021-09-29","276.319","Close Price","USD","MSFT.US","stooq.com"
"2021-09-29","165.056","Close Price","USD","AMZN.US","stooq.com"
"2021-09-29","339.61","Close Price","USD","META.US","stooq.com"
"2021-09-29","134.521","Close Price","USD","GOOG.US","stooq.com"
"2021-09-30","138.384","Close Price","USD","AAPL.US","stooq.com"
"2021-09-30","133.266","Close Price","USD","GOOG.US","stooq.com"
"2021-09-30","164.252","Close Price","USD","AMZN.US","stooq.com"
"2021-09-30","339.39","Close Price","USD","META.US","stooq.com"
"2021-09-30","274.296","Close Price","USD","MSFT.US","stooq.com"
"2021-10-01","164.163","Close Price","USD","AMZN.US","stooq.com"
"2021-10-01","139.515","Close Price","USD","AAPL.US","stooq.com"
"2021-10-01","343.01","Close Price","USD","META.US","stooq.com"
"2021-10-01","281.271","Close Price","USD","MSFT.US","stooq.com"
"2021-10-01","136.462","Close Price","USD","GOOG.US","stooq.com"
"2021-10-04","275.451","Close Price","USD","MSFT.US","stooq.com"
"2021-10-04","136.085","Close Price","USD","AAPL.US","stooq.com"
"2021-10-04","159.489","Close Price","USD","AMZN.US","stooq.com"
"2021-10-04","133.765","Close Price","USD","GOOG.US","stooq.com"
"2021-10-04","326.23","Close Price","USD","META.US","stooq.com"
"2021-10-05","138","Close Price","USD","AAPL.US","stooq.com"
"2021-10-05","161.05","Close Price","USD","AMZN.US","stooq.com"
"2021-10-05","332.96","Close Price","USD","META.US","stooq.com"
"2021-10-05","136.177","Close Price","USD","GOOG.US","stooq.com"
"2021-10-05","280.951","Close Price","USD","MSFT.US","stooq.com"
"2021-10-06","285.178","Close Price","USD","MSFT.US","stooq.com"
"2021-10-06","333.64","Close Price","USD","META.US","stooq.com"
"2021-10-06","163.1","Close Price","USD","AMZN.US","stooq.com"
"2021-10-06","138.874","Close Price","USD","AAPL.US","stooq.com"
"2021-10-06","137.354","Close Price","USD","GOOG.US","stooq.com"
"2021-10-07","329.22","Close Price","USD","META.US","stooq.com"
"2021-10-07","140.143","Close Price","USD","AAPL.US","stooq.com"
"2021-10-07","286.869","Close Price","USD","MSFT.US","stooq.com"
"2021-10-07","139.186","Close Price","USD","GOOG.US","stooq.com"
"2021-10-07","165.122","Close Price","USD","AMZN.US","stooq.com"
"2021-10-08","139.759","Close Price","USD","AAPL.US","stooq.com"
"2021-10-08","140.056","Close Price","USD","GOOG.US","stooq.com"
"2021-10-08","164.431","Close Price","USD","AMZN.US","stooq.com"
"2021-10-08","286.869","Close Price","USD","MSFT.US","stooq.com"
"2021-10-08","330.05","Close Price","USD","META.US","stooq.com"
"2021-10-11","139.669","Close Price","USD","AAPL.US","stooq.com"
"2021-10-11","138.848","Close Price","USD","GOOG.US","stooq.com"
"2021-10-11","162.315","Close Price","USD","AMZN.US","stooq.com"
"2021-10-11","286.263","Close Price","USD","MSFT.US","stooq.com"
"2021-10-11","325.45","Close Price","USD","META.US","stooq.com"
"2021-10-12","284.962","Close Price","USD","MSFT.US","stooq.com"
"2021-10-12","323.77","Close Price","USD","META.US","stooq.com"
"2021-10-12","136.713","Close Price","USD","GOOG.US","stooq.com"
"2021-10-12","162.366","Close Price","USD","AMZN.US","stooq.com"
"2021-10-12","138.394","Close Price","USD","AAPL.US","stooq.com"
"2021-10-13","288.292","Close Price","USD","MSFT.US","stooq.com"
"2021-10-13","137.9","Close Price","USD","GOOG.US","stooq.com"
"2021-10-13","164.214","Close Price","USD","AMZN.US","stooq.com"
"2021-10-13","137.805","Close Price","USD","AAPL.US","stooq.com"
"2021-10-13","324.54","Close Price","USD","META.US","stooq.com"
"2021-10-14","164.993","Close Price","USD","AMZN.US","stooq.com"
"2021-10-14","141.412","Close Price","USD","GOOG.US","stooq.com"
"2021-10-14","294.564","Close Price","USD","MSFT.US","stooq.com"
"2021-10-14","328.53","Close Price","USD","META.US","stooq.com"
"2021-10-14","140.602","Close Price","USD","AAPL.US","stooq.com"
"2021-10-15","324.76","Close Price","USD","META.US","stooq.com"
"2021-10-15","141.666","Close Price","USD","AAPL.US","stooq.com"
"2021-10-15","170.451","Close Price","USD","AMZN.US","stooq.com"
"2021-10-15","295.97","Close Price","USD","MSFT.US","stooq.com"
"2021-10-15","141.675","Close Price","USD","GOOG.US","stooq.com"
"2021-10-18","143.334","Close Price","USD","AAPL.US","stooq.com"
"2021-10-18","172.337","Close Price","USD","AMZN.US","stooq.com"
"2021-10-18","142.96","Close Price","USD","GOOG.US","stooq.com"
"2021-10-18","335.34","Close Price","USD","META.US","stooq.com"
"2021-10-18","298.981","Close Price","USD","MSFT.US","stooq.com"
"2021-10-19","299.897","Close Price","USD","MSFT.US","stooq.com"
"2021-10-19","143.822","Close Price","USD","GOOG.US","stooq.com"
"2021-10-19","339.99","Close Price","USD","META.US","stooq.com"
"2021-10-19","172.208","Close Price","USD","AMZN.US","stooq.com"
"2021-10-19","145.485","Close Price","USD","AAPL.US","stooq.com"
"2021-10-20","170.753","Close Price","USD","AMZN.US","stooq.com"
"2021-10-20","145.976","Close Price","USD","AAPL.US","stooq.com"
"2021-10-20","340.78","Close Price","USD","META.US","stooq.com"
"2021-10-20","142.415","Close Price","USD","GOOG.US","stooq.com"
"2021-10-20","299.095","Close Price","USD","MSFT.US","stooq.com"
"2021-10-21","341.88","Close Price","USD","META.US","stooq.com"
"2021-10-21","302.35","Close Price","USD","MSFT.US","stooq.com"
"2021-10-21","171.751","Close Price","USD","AMZN.US","stooq.com"
"2021-10-21","146.192","Close Price","USD","AAPL.US","stooq.com"
"2021-10-21","142.781","Close Price","USD","GOOG.US","stooq.com"
"2021-10-22","300.795","Close Price","USD","MSFT.US","stooq.com"
"2021-10-22","166.778","Close Price","USD","AMZN.US","stooq.com"
"2021-10-22","145.417","Close Price","USD","AAPL.US","stooq.com"
"2021-10-22","324.61","Close Price","USD","META.US","stooq.com"
"2021-10-22","138.625","Close Price","USD","GOOG.US","stooq.com"
"2021-10-25","145.367","Close Price","USD","AAPL.US","stooq.com"
"2021-10-25","138.773","Close Price","USD","GOOG.US","stooq.com"
"2021-10-25","328.69","Close Price","USD","META.US","stooq.com"
"2021-10-25","166.018","Close Price","USD","AMZN.US","stooq.com"
"2021-10-25","299.799","Close Price","USD","MSFT.US","stooq.com"
"2021-10-26","139.672","Close Price","USD","GOOG.US","stooq.com"
"2021-10-26","146.036","Close Price","USD","AAPL.US","stooq.com"
"2021-10-26","168.804","Close Price","USD","AMZN.US","stooq.com"
"2021-10-26","301.714","Close Price","USD","MSFT.US","stooq.com"
"2021-10-26","315.81","Close Price","USD","META.US","stooq.com"
"2021-10-27","312.22","Close Price","USD","META.US","stooq.com"
"2021-10-27","314.422","Close Price","USD","MSFT.US","stooq.com"
"2021-10-27","146.428","Close Price","USD","GOOG.US","stooq.com"
"2021-10-27","145.573","Close Price","USD","AAPL.US","stooq.com"
"2021-10-27","169.624","Close Price","USD","AMZN.US","stooq.com"
"2021-10-28","315.574","Close Price","USD","MSFT.US","stooq.com"
"2021-10-28","172.329","Close Price","USD","AMZN.US","stooq.com"
"2021-10-28","149.225","Close Price","USD","AAPL.US","stooq.com"
"2021-10-28","316.92","Close Price","USD","META.US","stooq.com"
"2021-10-28","146.129","Close Price","USD","GOOG.US","stooq.com"
"2021-10-29","148.27","Close Price","USD","GOOG.US","stooq.com"
"2021-10-29","322.644","Close Price","USD","MSFT.US","stooq.com"
"2021-10-29","168.622","Close Price","USD","AMZN.US","stooq.com"
"2021-10-29","146.505","Close Price","USD","AAPL.US","stooq.com"
